symbol,name,currency,price,price_open,day_high,day_low,52_week_high,52_week_low,day_change,change_pct,close_yesterday,market_cap,volume,volume_avg,shares,stock_exchange_long,stock_exchange_short,timezone,timezone_name,gmt_offset,last_trade_time
FB,"Facebook, Inc. Common Stock",USD,164.34,165.65,167.42,164.09,218.62,123.02,-1.74,-1.05,166.08,469024541808,16389185,17483729,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
JPM,JPMorgan Chase & Co.,USD,99.76,101.82,102.32,99.52,119.24,91.11,-3.11,-3.02,102.87,326638388914,31115189,12642965,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:27
V,Visa Inc,USD,153.07,154.99,155.68,152.85,156.82,116.03,-2.73,-1.75,155.80,336304143361,8120155,8328029,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:13
XLNX,"Xilinx, Inc.",USD,126.89,129.81,129.96,126.21,130.57,62.54,-3.16,-2.43,130.05,32123979805,3047852,3509635,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ADBE,Adobe Inc,USD,259.69,263.47,264.64,259.52,277.61,204.95,-4.49,-1.70,264.18,127018275544,3454012,3153342,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ALL,Allstate Corp,USD,94.17,94.33,94.92,93.89,102.73,77.00,-0.42,-0.44,94.59,31260964519,1524239,2160203,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:22
AMZN,"Amazon.com, Inc.",USD,1764.77,1810.17,1818.98,1763.11,2050.50,1307.00,-54.49,-3.00,1819.26,866860327903,6362983,4330645,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
AXP,American Express Company,USD,109.46,111.29,111.32,108.99,114.55,89.05,-2.36,-2.11,111.82,91809322474,3737581,3176709,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:01:26
MMM,3M Co,USD,204.66,208.29,208.49,204.47,232.12,176.87,-4.95,-2.36,209.61,117843230108,2716057,2108642,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:02:15
AAPL,Apple Inc.,USD,191.05,195.34,197.69,190.78,233.47,142.00,-4.04,-2.07,195.09,900854258389,42407666,26159031,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
FB,"Facebook, Inc. Common Stock",USD,164.34,165.65,167.42,164.09,218.62,123.02,-1.74,-1.05,166.08,469024541808,16389185,17483729,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
JPM,JPMorgan Chase & Co.,USD,99.76,101.82,102.32,99.52,119.24,91.11,-3.11,-3.02,102.87,326638388914,31115189,12642965,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:27
V,Visa Inc,USD,153.07,154.99,155.68,152.85,156.82,116.03,-2.73,-1.75,155.80,336304143361,8120155,8328029,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:13
XLNX,"Xilinx, Inc.",USD,126.89,129.81,129.96,126.21,130.57,62.54,-3.16,-2.43,130.05,32123979805,3047852,3509635,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ADBE,Adobe Inc,USD,259.69,263.47,264.64,259.52,277.61,204.95,-4.49,-1.70,264.18,127018275544,3454012,3153342,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ALL,Allstate Corp,USD,94.17,94.33,94.92,93.89,102.73,77.00,-0.42,-0.44,94.59,31260964519,1524239,2160203,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:22
AMZN,"Amazon.com, Inc.",USD,1764.77,1810.17,1818.98,1763.11,2050.50,1307.00,-54.49,-3.00,1819.26,866860327903,6362983,4330645,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
AXP,American Express Company,USD,109.46,111.29,111.32,108.99,114.55,89.05,-2.36,-2.11,111.82,91809322474,3737581,3176709,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:01:26
MMM,3M Co,USD,204.66,208.29,208.49,204.47,232.12,176.87,-4.95,-2.36,209.61,117843230108,2716057,2108642,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:02:15
AAPL,Apple Inc.,USD,191.05,195.34,197.69,190.78,233.47,142.00,-4.04,-2.07,195.09,900854258389,42407666,26159031,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
FB,"Facebook, Inc. Common Stock",USD,164.34,165.65,167.42,164.09,218.62,123.02,-1.74,-1.05,166.08,469024541808,16389185,17483729,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
JPM,JPMorgan Chase & Co.,USD,99.76,101.82,102.32,99.52,119.24,91.11,-3.11,-3.02,102.87,326638388914,31115189,12642965,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:27
V,Visa Inc,USD,153.07,154.99,155.68,152.85,156.82,116.03,-2.73,-1.75,155.80,336304143361,8120155,8328029,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:13
XLNX,"Xilinx, Inc.",USD,126.89,129.81,129.96,126.21,130.57,62.54,-3.16,-2.43,130.05,32123979805,3047852,3509635,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ADBE,Adobe Inc,USD,259.69,263.47,264.64,259.52,277.61,204.95,-4.49,-1.70,264.18,127018275544,3454012,3153342,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ALL,Allstate Corp,USD,94.17,94.33,94.92,93.89,102.73,77.00,-0.42,-0.44,94.59,31260964519,1524239,2160203,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:22
AMZN,"Amazon.com, Inc.",USD,1764.77,1810.17,1818.98,1763.11,2050.50,1307.00,-54.49,-3.00,1819.26,866860327903,6362983,4330645,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
AXP,American Express Company,USD,109.46,111.29,111.32,108.99,114.55,89.05,-2.36,-2.11,111.82,91809322474,3737581,3176709,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:01:26
MMM,3M Co,USD,204.66,208.29,208.49,204.47,232.12,176.87,-4.95,-2.36,209.61,117843230108,2716057,2108642,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:02:15
AAPL,Apple Inc.,USD,191.05,195.34,197.69,190.78,233.47,142.00,-4.04,-2.07,195.09,900854258389,42407666,26159031,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
FB,"Facebook, Inc. Common Stock",USD,164.34,165.65,167.42,164.09,218.62,123.02,-1.74,-1.05,166.08,469024541808,16389185,17483729,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
JPM,JPMorgan Chase & Co.,USD,99.76,101.82,102.32,99.52,119.24,91.11,-3.11,-3.02,102.87,326638388914,31115189,12642965,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:27
V,Visa Inc,USD,153.07,154.99,155.68,152.85,156.82,116.03,-2.73,-1.75,155.80,336304143361,8120155,8328029,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:13
XLNX,"Xilinx, Inc.",USD,126.89,129.81,129.96,126.21,130.57,62.54,-3.16,-2.43,130.05,32123979805,3047852,3509635,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ADBE,Adobe Inc,USD,259.69,263.47,264.64,259.52,277.61,204.95,-4.49,-1.70,264.18,127018275544,3454012,3153342,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ALL,Allstate Corp,USD,94.17,94.33,94.92,93.89,102.73,77.00,-0.42,-0.44,94.59,31260964519,1524239,2160203,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:22
AMZN,"Amazon.com, Inc.",USD,1764.77,1810.17,1818.98,1763.11,2050.50,1307.00,-54.49,-3.00,1819.26,866860327903,6362983,4330645,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
AXP,American Express Company,USD,109.46,111.29,111.32,108.99,114.55,89.05,-2.36,-2.11,111.82,91809322474,3737581,3176709,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:01:26
MMM,3M Co,USD,204.66,208.29,208.49,204.47,232.12,176.87,-4.95,-2.36,209.61,117843230108,2716057,2108642,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:02:15
AAPL,Apple Inc.,USD,191.05,195.34,197.69,190.78,233.47,142.00,-4.04,-2.07,195.09,900854258389,42407666,26159031,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
FB,"Facebook, Inc. Common Stock",USD,164.34,165.65,167.42,164.09,218.62,123.02,-1.74,-1.05,166.08,469024541808,16389185,17483729,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
JPM,JPMorgan Chase & Co.,USD,99.76,101.82,102.32,99.52,119.24,91.11,-3.11,-3.02,102.87,326638388914,31115189,12642965,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:27
V,Visa Inc,USD,153.07,154.99,155.68,152.85,156.82,116.03,-2.73,-1.75,155.80,336304143361,8120155,8328029,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:13
XLNX,"Xilinx, Inc.",USD,126.89,129.81,129.96,126.21,130.57,62.54,-3.16,-2.43,130.05,32123979805,3047852,3509635,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ADBE,Adobe Inc,USD,259.69,263.47,264.64,259.52,277.61,204.95,-4.49,-1.70,264.18,127018275544,3454012,3153342,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ALL,Allstate Corp,USD,94.17,94.33,94.92,93.89,102.73,77.00,-0.42,-0.44,94.59,31260964519,1524239,2160203,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:22
AMZN,"Amazon.com, Inc.",USD,1764.77,1810.17,1818.98,1763.11,2050.50,1307.00,-54.49,-3.00,1819.26,866860327903,6362983,4330645,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
AXP,American Express Company,USD,109.46,111.29,111.32,108.99,114.55,89.05,-2.36,-2.11,111.82,91809322474,3737581,3176709,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:01:26
MMM,3M Co,USD,204.66,208.29,208.49,204.47,232.12,176.87,-4.95,-2.36,209.61,117843230108,2716057,2108642,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:02:15
AAPL,Apple Inc.,USD,191.05,195.34,197.69,190.78,233.47,142.00,-4.04,-2.07,195.09,900854258389,42407666,26159031,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
FB,"Facebook, Inc. Common Stock",USD,164.34,165.65,167.42,164.09,218.62,123.02,-1.74,-1.05,166.08,469024541808,16389185,17483729,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
JPM,JPMorgan Chase & Co.,USD,99.76,101.82,102.32,99.52,119.24,91.11,-3.11,-3.02,102.87,326638388914,31115189,12642965,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:27
V,Visa Inc,USD,153.07,154.99,155.68,152.85,156.82,116.03,-2.73,-1.75,155.80,336304143361,8120155,8328029,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:13
XLNX,"Xilinx, Inc.",USD,126.89,129.81,129.96,126.21,130.57,62.54,-3.16,-2.43,130.05,32123979805,3047852,3509635,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ADBE,Adobe Inc,USD,259.69,263.47,264.64,259.52,277.61,204.95,-4.49,-1.70,264.18,127018275544,3454012,3153342,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ALL,Allstate Corp,USD,94.17,94.33,94.92,93.89,102.73,77.00,-0.42,-0.44,94.59,31260964519,1524239,2160203,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:22
AMZN,"Amazon.com, Inc.",USD,1764.77,1810.17,1818.98,1763.11,2050.50,1307.00,-54.49,-3.00,1819.26,866860327903,6362983,4330645,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
AXP,American Express Company,USD,109.46,111.29,111.32,108.99,114.55,89.05,-2.36,-2.11,111.82,91809322474,3737581,3176709,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:01:26
MMM,3M Co,USD,204.66,208.29,208.49,204.47,232.12,176.87,-4.95,-2.36,209.61,117843230108,2716057,2108642,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:02:15
AAPL,Apple Inc.,USD,191.05,195.34,197.69,190.78,233.47,142.00,-4.04,-2.07,195.09,900854258389,42407666,26159031,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
FB,"Facebook, Inc. Common Stock",USD,164.34,165.65,167.42,164.09,218.62,123.02,-1.74,-1.05,166.08,469024541808,16389185,17483729,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
JPM,JPMorgan Chase & Co.,USD,99.76,101.82,102.32,99.52,119.24,91.11,-3.11,-3.02,102.87,326638388914,31115189,12642965,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:27
V,Visa Inc,USD,153.07,154.99,155.68,152.85,156.82,116.03,-2.73,-1.75,155.80,336304143361,8120155,8328029,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:13
XLNX,"Xilinx, Inc.",USD,126.89,129.81,129.96,126.21,130.57,62.54,-3.16,-2.43,130.05,32123979805,3047852,3509635,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ADBE,Adobe Inc,USD,259.69,263.47,264.64,259.52,277.61,204.95,-4.49,-1.70,264.18,127018275544,3454012,3153342,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ALL,Allstate Corp,USD,94.17,94.33,94.92,93.89,102.73,77.00,-0.42,-0.44,94.59,31260964519,1524239,2160203,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:22
AMZN,"Amazon.com, Inc.",USD,1764.77,1810.17,1818.98,1763.11,2050.50,1307.00,-54.49,-3.00,1819.26,866860327903,6362983,4330645,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
AXP,American Express Company,USD,109.46,111.29,111.32,108.99,114.55,89.05,-2.36,-2.11,111.82,91809322474,3737581,3176709,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:01:26
MMM,3M Co,USD,204.66,208.29,208.49,204.47,232.12,176.87,-4.95,-2.36,209.61,117843230108,2716057,2108642,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:02:15
AAPL,Apple Inc.,USD,191.05,195.34,197.69,190.78,233.47,142.00,-4.04,-2.07,195.09,900854258389,42407666,26159031,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
FB,"Facebook, Inc. Common Stock",USD,164.34,165.65,167.42,164.09,218.62,123.02,-1.74,-1.05,166.08,469024541808,16389185,17483729,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
JPM,JPMorgan Chase & Co.,USD,99.76,101.82,102.32,99.52,119.24,91.11,-3.11,-3.02,102.87,326638388914,31115189,12642965,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:27
V,Visa Inc,USD,153.07,154.99,155.68,152.85,156.82,116.03,-2.73,-1.75,155.80,336304143361,8120155,8328029,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:13
XLNX,"Xilinx, Inc.",USD,126.89,129.81,129.96,126.21,130.57,62.54,-3.16,-2.43,130.05,32123979805,3047852,3509635,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ADBE,Adobe Inc,USD,259.69,263.47,264.64,259.52,277.61,204.95,-4.49,-1.70,264.18,127018275544,3454012,3153342,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ALL,Allstate Corp,USD,94.17,94.33,94.92,93.89,102.73,77.00,-0.42,-0.44,94.59,31260964519,1524239,2160203,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:22
AMZN,"Amazon.com, Inc.",USD,1764.77,1810.17,1818.98,1763.11,2050.50,1307.00,-54.49,-3.00,1819.26,866860327903,6362983,4330645,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
AXP,American Express Company,USD,109.46,111.29,111.32,108.99,114.55,89.05,-2.36,-2.11,111.82,91809322474,3737581,3176709,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:01:26
MMM,3M Co,USD,204.66,208.29,208.49,204.47,232.12,176.87,-4.95,-2.36,209.61,117843230108,2716057,2108642,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:02:15
AAPL,Apple Inc.,USD,191.05,195.34,197.69,190.78,233.47,142.00,-4.04,-2.07,195.09,900854258389,42407666,26159031,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
FB,"Facebook, Inc. Common Stock",USD,164.34,165.65,167.42,164.09,218.62,123.02,-1.74,-1.05,166.08,469024541808,16389185,17483729,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
JPM,JPMorgan Chase & Co.,USD,99.76,101.82,102.32,99.52,119.24,91.11,-3.11,-3.02,102.87,326638388914,31115189,12642965,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:27
V,Visa Inc,USD,153.07,154.99,155.68,152.85,156.82,116.03,-2.73,-1.75,155.80,336304143361,8120155,8328029,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:13
XLNX,"Xilinx, Inc.",USD,126.89,129.81,129.96,126.21,130.57,62.54,-3.16,-2.43,130.05,32123979805,3047852,3509635,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ADBE,Adobe Inc,USD,259.69,263.47,264.64,259.52,277.61,204.95,-4.49,-1.70,264.18,127018275544,3454012,3153342,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ALL,Allstate Corp,USD,94.17,94.33,94.92,93.89,102.73,77.00,-0.42,-0.44,94.59,31260964519,1524239,2160203,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:22
AMZN,"Amazon.com, Inc.",USD,1764.77,1810.17,1818.98,1763.11,2050.50,1307.00,-54.49,-3.00,1819.26,866860327903,6362983,4330645,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
AXP,American Express Company,USD,109.46,111.29,111.32,108.99,114.55,89.05,-2.36,-2.11,111.82,91809322474,3737581,3176709,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:01:26
MMM,3M Co,USD,204.66,208.29,208.49,204.47,232.12,176.87,-4.95,-2.36,209.61,117843230108,2716057,2108642,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:02:15
AAPL,Apple Inc.,USD,191.05,195.34,197.69,190.78,233.47,142.00,-4.04,-2.07,195.09,900854258389,42407666,26159031,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
FB,"Facebook, Inc. Common Stock",USD,164.34,165.65,167.42,164.09,218.62,123.02,-1.74,-1.05,166.08,469024541808,16389185,17483729,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
JPM,JPMorgan Chase & Co.,USD,99.76,101.82,102.32,99.52,119.24,91.11,-3.11,-3.02,102.87,326638388914,31115189,12642965,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:27
V,Visa Inc,USD,153.07,154.99,155.68,152.85,156.82,116.03,-2.73,-1.75,155.80,336304143361,8120155,8328029,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:13
XLNX,"Xilinx, Inc.",USD,126.89,129.81,129.96,126.21,130.57,62.54,-3.16,-2.43,130.05,32123979805,3047852,3509635,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ADBE,Adobe Inc,USD,259.69,263.47,264.64,259.52,277.61,204.95,-4.49,-1.70,264.18,127018275544,3454012,3153342,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ALL,Allstate Corp,USD,94.17,94.33,94.92,93.89,102.73,77.00,-0.42,-0.44,94.59,31260964519,1524239,2160203,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:22
AMZN,"Amazon.com, Inc.",USD,1764.77,1810.17,1818.98,1763.11,2050.50,1307.00,-54.49,-3.00,1819.26,866860327903,6362983,4330645,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
AXP,American Express Company,USD,109.46,111.29,111.32,108.99,114.55,89.05,-2.36,-2.11,111.82,91809322474,3737581,3176709,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:01:26
MMM,3M Co,USD,204.66,208.29,208.49,204.47,232.12,176.87,-4.95,-2.36,209.61,117843230108,2716057,2108642,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:02:15
AAPL,Apple Inc.,USD,191.05,195.34,197.69,190.78,233.47,142.00,-4.04,-2.07,195.09,900854258389,42407666,26159031,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
FB,"Facebook, Inc. Common Stock",USD,164.34,165.65,167.42,164.09,218.62,123.02,-1.74,-1.05,166.08,469024541808,16389185,17483729,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
JPM,JPMorgan Chase & Co.,USD,99.76,101.82,102.32,99.52,119.24,91.11,-3.11,-3.02,102.87,326638388914,31115189,12642965,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:27
V,Visa Inc,USD,153.07,154.99,155.68,152.85,156.82,116.03,-2.73,-1.75,155.80,336304143361,8120155,8328029,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:13
XLNX,"Xilinx, Inc.",USD,126.89,129.81,129.96,126.21,130.57,62.54,-3.16,-2.43,130.05,32123979805,3047852,3509635,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ADBE,Adobe Inc,USD,259.69,263.47,264.64,259.52,277.61,204.95,-4.49,-1.70,264.18,127018275544,3454012,3153342,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-22 16:00:01
ALL,Allstate Corp,USD,94.17,94.33,94.92,93.89,102.73,77.00,-0.42,-0.44,94.59,31260964519,1524239,2160203,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-22 16:00:22
